출원번호,일련번호,특허유형
1020180147336,1020040106651,A
1020180147336,1020160060194,A
1020180147336,2019960005744,Y1
1020090004817,1019960000399,A
1020090004817,1003092410000,B1
1020090004817,2003249800000,Y1
1020120157457,1010803110000,B1
1020120157457,2004024900000,Y1
1020210076908,1018256920000,B1
1020210076908,1020116060000,B1
1020170113388,1020140073704,A
1020170113388,1020150094360,A
1020170113388,1020150136455,A
1020150110181,1013479900000,B1
1020090046257,1006466290000,B1
1020090046257,2003241910000,Y1
1020090046257,1019980077128,A
1020090046257,2020000004105,U
1020220070642,1016409380000,B1
1020220070642,1020000032992,A
1020220070642,2004469800000,Y1
1020120127162,2004461950000,Y1
1020150099770,1020060030805,A
1020150099770,1020120135813,A
1020220102397,1020130092709,A
1020220102397,1020180005998,A
1020220102397,2019990008145,U
1020120046725,1020110097430,A
1020120046725,2003708760000,Y1
1020070055670,2003513710000,Y1
1020070055670,2002671670000,Y1
1020070055670,,1999-007892 U
1020070055670,1005691550000,B1
1020070055670,2002389550000,Y1
1020070055670,2003050120000,Y1
1020070055670,2019990008232,U
1020070055670,1020000050726,A
1020150167046,1015127880000,B1
1020150167046,1020060026126,A
1020150167046,1009687020000,B1
1020150167046,1016053040000,B1
1020060126834,1020040062464,A
1020060126834,1020050002732,A
1020060126834,2003662470000,Y1
1020200137447,1020020025363,A
1020200137447,1020080036129,A
1020200137447,1020150125167,A
1020210006002,1006891450000,B1
1020210006002,1011954360000,B1
1020210006002,1019558200000,B1
1020210006002,1020647020000,B1
1020150160980,1020100022510,A
1020150160980,1020080070646,A
1020150160980,1020110100354,A
1020150160980,1020120130881,A
1020090048031,1020040016248,A
1020090048031,12019920002823,U
1020090048031,1020020021756,A
1020090016543,1008685210000,B1
1020090016543,1019950000013,A
1020090016543,1020010084752,A
1020100093111,2020100004597,U
1020150069800,1013895070000,B1
1020150069800,1013135330000,B1
1020150069800,2003448640000,Y1
1020150069800,1020120139053,A
1020150069800,1020110120079,A
1020150069800,1010994690000,B1
1020150069800,1020130118590,A
1020100089984,1008258220000,B1
1020100089984,1008714450000,B1
1020100089984,1020100052585,A
1020100089984,1010092600000,B1
1020130051981,2001272960000,Y1
1020130051981,1020110135172,A
1020140114145,1007759050000,B1
1020140114145,1009402560000,B1
1020140114145,1020120092238,A
1020140114145,2004059080000,Y1
1020090003216,1020050000029,A
1020090003216,1020050081912,A
1020090003216,2004025430000,Y1
1020080125645,1019720000332,B1
1020080125645,1020010097298,A
1020060030464,2019990036186,U
1020090010143,1001810180000,B1
1020090010143,1019970066401,A
1020090010143,2002159890000,Y1
1020090010143,1020020059142,A
1020110048781,1019940018603,A
1020110048781,1020110023217,A
1020110048781,2001651740000,Y1
1020080011690,2003125090000,Y1
1020080011690,1019990085810,A
1020080011690,2003911710000,Y1
1020080011690,1020020086004,A
1020080011690,2002432210000,Y1
1020080011690,2019980056060,U
1020080011690,2003671390000,Y1
1020080011690,2002726970000,Y1
1020120077566,1020100134960,A
1020120077566,1020020093685,A
1020120077566,2003218660000,Y1
1020120077566,2020100000103,U
1020110029404,1007426010000,B1
1020110029404,1009633060000,B1
1020050107441,1005158940000,B1
1020050107441,1019920004747,B1
1020050107441,1019990046716,A
1020050107441,2003648160000,Y1
1020050107441,2019990042118,U
1020050107441,2002261220000,Y1
1020120035009,2004082870000,Y1
1020120035009,2019980019169,U
1020120035009,2003279510000,Y1
1020120035009,2004094830000,Y1
1020080097663,1007514850000,B1
1020080097663,1002922440000,B1
1020080097663,2001796920000,Y1
1020080097663,1002937460000,B1
1020060040407,1020050090031,A
1020060040407,1020060100015,A
1020060040407,2002690210000,Y1
1020060040407,2004075730000,Y1
1020080067043,1006639670000,B1
1020080067043,1020050057890,A
1020080067043,2001855290000,Y1
1020080067043,2001796370000,Y1
1020090045120,2003164690000,Y1
1020090045120,2019910001110,U
1020090045120,1019970062593,A
1020060085629,2003572670000,Y1
1020060085629,1019930000927,A
1020100020114,1008704340000,B1
1020100020114,2020090007362,U
1020100020114,2019990036561,U
1020080049109,2002634680000,Y1
1020080049109,2002797870000,Y1
1020080049109,2003096090000,Y1
1020080049109,2002833000000,Y1
1020080029081,1020070027261,A
1020180109738,1020040080517,A
1020180109738,1020100127917,A
1020180109738,1020120066045,A
1020210051474,2003505930000,Y1
1020210051474,2004035780000,Y1
1020190160852,1020170102793,A
1020050088106,1020030035536,A
1020050088106,2003791080000,Y1
1020100011339,2020100000619,U
1020100011339,2019950007455,Y1
1020120016487,2002672000000,Y1
1020120016487,1020050081724,A
1020120016487,1020050023108,A
1020120016488,1004143910000,A
1020120016488,1005264010000,A
1020120016488,1020050081724,A
1020150043289,1020130020552,A
1020150043289,1020140108916,A
1020150043289,2020090007072,U
1020150043289,2020090009641,U
1020160177472,1020090003911,A
1020110066776,1020110001767,A
1020110066776,2004000290000,Y1
1020060037475,2002547890000,Y1
1020170040444,1013557270000,B1
1020170040444,1014308160000,B1
1020170040444,1014333500000,B1
1020170040444,1015570950000,B1
1020170040444,1017737120000,B1
1020170040444,2004508910000,Y1
1020060041921,1020030011038,A
1020060041921,2002768700000,Y1
1020060041921,2004272370000,Y1
1020060041921,2019920001633,Y1
1020060041921,2019920008900,U
1020180028778,1018224820000,B1
1020180028778,1020000010471,A
1020180028778,1020030057985,A
1020090086477,1019990038655,A
1020090086477,2002612220000,Y1
1020090086477,2019930000206,U
1020090086477,2019980068585,U
1020150104094,1020100054383,A
1020150104094,1020130052912,A
1020190009075,1020170113501,A
1020160048230,1020110126035,A
1020160048230,2004799370000,Y1
1020160048230,2020000007116,U
1020180116273,1014008330000,B1
1020180116273,1020060059637,A
1020150032960,1011974140000,B1
1020150032960,1020070117845,A
1020140013284,1013367250000,B1
1020130006062,1012151960000,B1
1020130006062,2003202460000,Y1
1020160015067,1020150108959,A
1020200000122,1015621720000,B1
1020200000122,1020140085042,A
1020200000122,1020190019602,A
1020200000122,1018521340000,B1
1020200000122,1016629620000,B1
1020200000122,1016207980000,B1
1020200000122,1020160146434,A
1020130132254,1012585640000,B1
1020130132254,2003515540000,Y1
1020190034819,1013884850000,B1
1020190034819,1020040078440,A
1020190034819,2002355140000,Y1
1020170162512,2004772710000,Y1
1020170162512,2020110007421,U
1020170162512,1020120104391,A
1020140163671,1020110074185,A
1020140163671,2004670670000,Y1
1020140163671,1011736880000,B1
1020140163671,1020090098431,A
1020130094037,2002126340000,Y1
1020130094037,1007696940000,B1
1020130094037,1020060100674,A
1020130089764,2003311320000,Y1
1020130089764,2003267380000,Y1
1020130089764,2003375280000,Y1
1020130089764,1020100022569,A
1020100038239,1020060130284,A
1020100038239,2002475720000,Y1
1020100038239,2002805870000,Y1
1020160054463,1020030029206,A
1020160054463,1020160015945,A
1020170116949,1014481000000,B1
1020170116949,1014796320000,B1
1020170116949,1020120137976,A
1020170116949,1020130143464,A
1020170116949,1020140135353,A
1020170116949,2004149510000,Y1
1020060093920,1004913810000,B1
1020060093920,1019900000661,A
1020060093920,2019910008572,Y1
1020060093920,2019920000721,Y1
1020180027897,1020030046649,A
1020180027897,2003909450000,Y1
1020180027897,1016835670000,B1
1020180027897,1020050068739,A
1020180027897,1014963990000,B1
1020200130177,1021371540000,B1
1020200130177,1009481140000,B1
1020200130177,2004398100000,Y1
1020200130177,1020200015860,A
1020140140952,1012056420000,B1
1020140140952,1020140065327,A
1020140140952,2002182550000,Y1
1020140140952,2020110010431,U
1020060024817,1003287270000,B1
1020060024817,1019980019777,A
1020060024817,1020000050521,A
1020060024817,1020000054246,A
1020200001244,1020150123445,A
1020200001244,2004438570000,Y1
1020200001244,1020100133601,A
1020200001244,1020150004070,A
1020120094466,2004552320000,Y1
1020120094466,2020100000764,U
1020120094466,1011607950000,B1
1020120094466,1005043780000,B1
1020100046371,1019990065588,A
1020100046371,1020080099981,A
1020060027144,1001726730000,B1
1020060027144,1019910011232,A
1020060027144,1020020026292,A
1020190046815,1010282140000,B1
1020190046815,1011899530000,B1
1020190046815,1016129410000,B1
1020190046815,1019559370000,B1
1020140129259,1008433130000,B1
1020140129259,1010281980000,B1
1020140129259,1010282140000,B1
1020140129259,1020130090032,A
1020130164013,1012717140000,B1
1020130164013,1012382250000,B1
1020130039656,2004213920000,Y1
1020160182523,1020150139800,A
1020160182523,2019980030119,U
1020160182523,1012999620000,B1
1020160182523,1001480920000,B1
1020150134094,2003628710000,Y1
1020150134094,2020110011805,U
1020190059663,1020000018125,A
1020190059663,1020130085089,A
1020190059663,1020160081914,A
1020180023050,1015621720000,B1
1020180023050,1018076520000,B1
1020180023050,2004414410000,Y1
1020130033632,1004542790000,B1
1020130033632,1005338030000,B1
1020130033632,1020010017843,A
1020150112311,1008617760000,B1
1020150112311,1011453590000,B1
1020150112311,1015149870000,B1
1020130000753,2004094590000,Y1
1020130000753,2002876830000,Y1
1020130000753,1020120058027,A
1020130000753,1020120090198,A
1020140176064,1006265400000,B1
1020140176064,2004140610000,Y1
1020140176064,1020070078624,A
1020140176064,1007658100000,B1
1020160156341,2001769480000,Y1
1020110078948,1020090116884,A
1020110078948,2004392920000,Y1
1020170152493,1013013660000,B1
1020170152493,1020090054054,A
1020100018602,2002160760000,Y1
1020100018602,2004551500000,Y1
1020100113398,2001511020000,Y1
1020100113398,1004741770000,B1
1020100113398,2020000003451,U
1020100113398,1005058070000,B1
1020160089228,1011259240000,B1
1020160089228,1012462890000,B1
1020160089228,1020050090031,A
1020160089228,1020090074844,A
1020160089223,1011259240000,B1
1020160089223,1012462890000,B1
1020160089223,1020050090031,A
1020160089223,1020090074844,A
1020210031179,1020010092037,A
1020210031179,1020200057687,A
1020210031179,1020459690000,B1
1020200176987,1020050062762,A
1020200176987,1020120033509,A
1020200176987,1020190141851,A
1020200176987,1018076520000,B1
1020200176987,1020110032551,A
1020200176987,1015919170000,B1
1020200176987,1016260390000,B1
1020170160313,1017579820000,B1
1020170160313,1020080039632,A
1020170160313,1020080039633,A
1020170160313,2020000021319,U
1020170160313,1020130085090,A
1020160166042,1020130061987,A
1020150029295,1012885890000,B1
1020150029295,2004358970000,Y1
1020150029295,1020130089010,A
1020150029295,2004174050000,Y1
1020070008537,,10-2001-0070790 A
1020070008537,,10-2001-0037336 A
1020070008537,,10-0640681 B1
1020070008537,,10-0657548 B1
1020070008537,,10-0531052 B1
1020070008537,,20-0182683 Y1
1020070008537,,20-0280238 Y1
1020070008537,,20-0262446 Y1
1020070008537,,20-0204013 Y1
1020110040944,1020100102472,A
1020110040944,1009098470000,B1
1020110040944,1010061460000,B1
1020170054826,1020080099358,A
1020170054826,1011121220000,B1
1020170054826,1012462890000,B1
1020110023525,1020090069485,A
1020110023525,1020100036569,A
1020110023525,1009801190000,B1
1020140039430,1019960024100,A
1020140039430,1020120089171,A
1020140039430,2004611310000,Y1
1020160049220,1020080017073,A
1020160049220,1020140026491,A
1020200052073,1020010090393,A
1020200052073,1020190081208,A
1020060133949,2003628850000,Y1
1020060133949,2019950008577,Y1
1020060133949,1020060004749,A
1020110032592,1020090101723,A
1020110032592,2020090000314,U
1020110032592,2002009400000,Y1
1020110032592,2003202850000,Y1
1020200181650,1020100132211,A
1020200181650,1020140104200,A
1020200181650,1020180076519,A
1020130046840,1020000013776,A
1020130046840,2002763680000,Y1
1020190174148,1017777120000,B1
1020190174148,1002875860000,B1
1020190174148,1012154750000,B1
1020200052071,1020010090393,A
1020200052071,1020150019373,A
1020200052071,1020180097681,A
1020150068262,1020100010003,A
1020150068262,1020100127133,A
1020070053361,,10-2003-0086707 A
1020070053361,,10-2005-0082931 A
1020070053361,,20-0345039 Y1
1020070053361,,20-0221401 Y1
1020070053361,,10-0599036 B1
1020070135036,2019880010001,U
1020070135036,2019920009907,U
1020060128625,1020040097975,A
1020110105856,1020000060660,A
1020140041778,1020100081560,A
1020140041778,1004335970000,B1
1020140041778,1012484800000,B1
1020140041778,1020080100914,A
1020100074961,1020010074070,A
1020100074961,1020100012774,A
1020100074961,2002252340000,Y1
1020080009945,1020070077806,A
1020080009945,1020050036068,A
1020080009945,1003971080000,B1
1020080009945,2019920018441,U
1020080058037,2003708660000,Y1
1020080058037,2002974240000,Y1
1020080058037,2003647270000,Y1
1020070013946,,200200940 Y1
1020050040441,1020010104391A,
1020050040441,1020040042276A,
1020050040441,2020000004958U,
1020090013413,1020050090031,A
1020090013413,2019890007253,U
1020090013413,2019880018269,U
1020080063783,2004046720000,Y1
1020080063783,1005960490000,B1
1020060020884,1019990080780,A
1020060020884,1020010084150,A
1020060020884,1020010092037,A
1020060020884,1020050032898,A
1020090075649,1008714450000,B1
1020090075649,2002475050000,Y1
1020090096992,1019980019584,A
1020090034759,1020090002523,A
1020090034759,2004273450000,Y1
1020090034759,1020030093494,A
1020110123928,1020060083522,A
1020110123928,1020100096937,A
1020110123928,1020110056658,A
1020110123928,1020110065224,A
1020130143413,1020010074169,A
1020130143413,1020120104698,A
1020180040197,1016219250000,B1
1020180040197,1020150020358,A
1020180040197,1020160137204,A
1020120006883,2003790840000,Y1
1020120006883,1008704340000,B1
1020120006883,2019990036815,U
1020120006883,2019880012753,U
1020150097193,1014364240000,B1
1020150097193,1020110106086,A
1020160080906,2003615440000,Y1
1020160080906,1020150065371,A
1020160080906,2019980060130,U
1020160080906,1020010069362,A
1020160080906,2001980350000,Y1
1020160080906,2002797860000,Y1
1020160080906,2003206290000,Y1
1020170013483,2004673710000,Y1
1020170013483,1020160067928,A
1020100044253,1020040001100,A
1020100044253,2003146410000,Y1
1020100044253,1003616450000,B1
1020100044253,1005874900000,B1
1020070087053,2003790850000,Y1
1020070087053,1019990086806,A
1020070087053,2004057300000,Y1
1020070087053,1019920018423,A
1020180049696,1016762260000,B1
1020180049696,2020150002502,U
1020180049696,2019980063792,U
1020180049696,1020160107623,A
1020180049696,1017730150000,B1
1020180049696,1020160001512,A
1020180049696,1020030026606,A
1020180049696,1020090092368,A
1020160117885,1015414170000,B1
1020160117885,1020150047121,A
1020190062734,1017855710000,B1
1020190062734,1007755990000,B1
1020190062734,1017730150000,B1
1020190062734,1013086030000,B1
1020110027596,1006483840000,B1
1020110027596,1020060107663,A
1020110027596,1020080050651,A
1020110027596,1020110028718,A
1020160105556,1020100065527,A
1020160105556,2003785260000,Y1
1020160105556,1020130106122,A
1020160105556,1006026050000,B1
1020160105556,1013329770000,B1
1020160105556,1014270310000,B1
1020130164651,1020030040622,A
1020130164651,1008321800000,B1
1020130164651,2019980041830,U
1020150191384,1020130084077,A
1020130086198,2020100005501,U
1020130086198,2004384030000,Y1
1020130086198,2020090007072,U
1020130086198,1020070117256,A
1020160095359,2002429360000,Y1
1020160095359,1014953770000,B1
1020160095359,1008337350000,B1
1020160095359,1020100103925,A
1020160095359,1020020033292,A
1020200158311,1020040042276,A
1020200158311,1020140110437,A
1020200158311,2020100002789,U
1020130064213,1020120119247,A
1020200159850,1020100121362,A
1020200159850,1020160078369,A
1020200159850,1020170006213,A
1020220055411,1012069450000,B1
1020220055411,1020200035931,A
1020170099409,1020130030996,A
1020170088424,2020140000779,U
1020170088424,1020120033509,A
1020170088424,2020090010207,U
1020170088424,1020110034516,A
1020170088424,1011294030000,B1
1020170088424,1020110045245,A
1020170088424,2004490800000,Y1
1020100041532,1020090098529,A
1020100041532,2002675230000,Y1
1020100041532,2003311320000,Y1
1020210000993,1020170101332,A
1020210000993,1020180111347,A
1020170010062,1020170091923,A
1020080116787,1003922000000,B1
1020080116787,1020030097212,A
1020080043690,2002506830000,Y1
1020080043690,2003580300000,Y1
1020080043690,2003154640000,Y1
1020080043690,1004809930000,B1
1020160006396,1020130128564,A
1020160006396,1020140084870,A
1020160006396,2020090009641,U
1020130105473,1008887940000,B1
1020060124453,1020060000013,A
1020070005045,1020060097093,A
1020060032558,1020040019866,A
1020060032558,1020050119098,A
1020060032558,2001633680000,Y1
1020060032558,2003528270000,Y1
1020060032558,2019980060268,U
1020100023381,2004385550000,Y1
1020100023381,2001810220000,Y1
1020100023381,1001970240000,B1
1020100007513,1005301860000,B1
1020100007513,1020090128950,A
1020100007513,2004468320000,Y1
1020100007513,2019940020984,U
1020200082055,1020110135172,A
1020200082055,1011121220000,B1
1020200082055,1011444560000,B1
1020120006592,1020110011032,A
1020120006592,2002909170000,Y1
1020120006592,1020020007546,A
1020170046894,2019960015149,U
1020170046894,2019990029435,U
1020170046894,1020070071469,A
1020150009017,1008905270000,B1
1020150009017,1020100117204,A
1020150009017,1020100126071,A
1020180030314,2002105420000,Y1
1020180030314,2003474870000,Y1
1020180030314,2003877270000,Y1
1020180030314,1017702830000,B1
1020110011186,1006601050000,B1
1020100062892,1020080059964,A
1020100062892,2019980045439,U
1020100062892,1005904830000,B1
1020100062892,2001851900000,Y1
1020180016738,1020150117012,A
1020180016738,1020040054158,A
1020100058800,2003671840000,Y1
1020150128694,1005496370000,B1
1020150128694,1013222190000,B1
1020150174485,1020100028617,A
1020150174485,1020130090032,A
1020150174485,2019890005741,Y1
1020150174485,2019810001843,Y1
1020150174485,2002159600000,Y1
1020180110565,1020100074435,A
1020140036632,1020110084725,A
1020140036632,2004481050000,Y1
1020140036632,2020100005322,U
1020180109706,2020000011176,U
1020180109706,1020060011544,A
1020180109706,1020010111973,A
1020180093576,1015638550000,B1
1020180093576,2020000004548,U
1020170095440,2019980011677,U
1020170095440,2019980067704,U
1020210044545,1020040098305,A
1020210044545,1020100099956,A
1020210044545,1020120089171,A
1020210044545,2019960003886,Y1
1020210044545,1020130004771,A
1020130005862,1020000050434A,
1020130005862,100904998B1,
1020200171854,1020190128577,A
1020200171854,2003125150000,Y1
1020200171854,2003898850000,Y1
1020130006792,1009938320000,B1
1020130006792,1009083900000,B1
1020190135750,1020050048101,A
1020190135750,1020050112011,A
1020190135750,1020170017182,A
1020190135750,1020174480000,B1
1020160047178,1013040720000,B1
1020160047178,1020110003144,A
1020160047178,1012885890000,B1
1020190173551,1020000026731,A
1020190173551,1020060001583,A
1020190173551,2003454130000,Y1
1020100058453,2004265390000,Y1
1020070015127,1020020068015,A
1020070015127,1020010045867,A
1020070015127,1019930018236,A
1020070015127,1020050027398,A
1020070015127,2019980014646,U
1020070015127,2020000003451,U
1020070015127,2004180510000,Y1
1020150138329,1012839580000,B1
1020150138329,2019990040851,U
1020100019211,1020090080451,A
1020100019211,2002295400000,Y1
1020100019211,2004414490000,Y1
1020130047268,1020130020552,A
1020140093073,1020060093805,A
1020140093073,2019870004127,Y1
1020140144717,1012732470000,B1
1020140144717,1013134830000,B1
1020140144717,1020010084757,A
1020110107534,1009596970000,B1
1020110107534,1020070081264,A
1020140158899,1020100110629,A
1020140158899,2019830001061,Y1
1020080008765,1007570180000,B1
1020080008765,1020050092066,A
1020060066139,1020020082303,A
1020060066139,1020040106028,A
1020060066139,2019900003844,Y1
1020130048027,1020030012775,A
1020130048027,1020120056738,A
1020130048027,1020120090882,A
1020130048027,2002389780000,Y1
1020120054716,2002632730000,Y1
1020090004761,2019890001218Y1,
1020090004761,1020060071447,A
1020090004761,1020050022247,A
1020080074195,2019990036277,U
1020080074195,2002579700000,Y1
1020140070629,1020090020822,A
1020140070629,2019990013174,U
1020060097206,2004046630000,Y1
1020070056522,,20-0139707 Y1
1020070056522,,20-2000-0009889 U
1020070056522,,20-0250501 Y1
1020070056522,,10-0459259 B1
1020070056522,,10-2006-0124802 A
1020070056522,,10-1999-0024109 A
1020070056522,,10-0260506 B1
1020090078513,2002964500000,Y1
1020090078513,2003450910000,Y1
1020090078513,2019870002042,Y1
1020050068256,1019990066143,A
1020050068256,1020000005662,A
1020050068256,2019950008582,Y1
1020070037754,1005267910000,B1
1020070037754,2002973290000,Y1
1020070037754,2004123420000,Y1
1020060128874,2000094650000,Y1
1020040111889,1019950011461,B1
1020040111889,1019987001402,A
1020040111889,1020030088890,A
1020100138399,1009770120000,B1
1020100138399,1020060134634,A
1020100138399,1020100019620,A
1020060072135,2019990034332,U
1020060072135,2019990038705,U
1020060072135,1006822390000,B1
1020060072135,1019990070760,A
1020060072135,2002415250000,Y1
1020060072135,2003862520000,Y1
1020060072135,2019990038050,U
1020090022074,1008537670000,B1
1020090022074,1019980033718,A
1020060064269,2001870050000,Y1
1020060064269,2003771620000,Y1
1020060064269,2004182130000,Y1
1020130030174,2020120004784,U
1020130030174,2020285061,Y1
1020070039795,1019990046242,A
1020070039795,2004180050000,Y1
1020210005634,1020060088096,A
1020210005634,1020110061986,A
1020210005634,1020140060938,A
1020210005634,1020170009305,A
1020210005634,2020000000866,U
1020210005634,2020100009175,U
1020110136431,1010433170000,B1
1020110136431,1020100038804,A
1020110136431,1020090073623,A
1020110136431,2001704790000,Y1
1020180164172,1012461770000,B1
1020180164172,1013724750000,B1
1020180164172,1020140095735,A
1020180164172,1020170095649,A
1020180164172,2003537360000,Y1
1020160098592,2003125150000,Y1
1020160098592,1020130029582,A
1020160098592,1020080041924,A
1020160098592,1020060085821,A
1020200147551,1020100067187,A
1020200147551,1020130035341,A
1020200147551,1020200041048,A
1020130071368,1020120057007,A
1020130071368,2020120005127,U
1020130071368,1020040091232,A
1020130071368,1020120000596,A
1020080008764,1007570180000,B1
1020210014832,1020010092230,A
1020210014832,1020130054525,A
1020210014832,2019900005817,Y1
1020210014832,2020110000928,U
1020110116267,1020070054468,A
1020110116267,1010337090000,B1
1020110116267,2003926190000,Y1
1020070075716,1007005480000,B1
1020130055063,1020100018606,A
1020200112728,2004585440000,Y1
1020200112728,1014599140000,B1
1020200112728,2003936570000,Y1
1020200112728,1010801980000,B1
1020200112728,2003862520000,Y1
1020200112728,2020110001607,U
1020200112728,1020140073035,A
1020200112728,1020100069208,A
1020200112728,1020110053592,A
1020180050767,1008568620000,B1
1020180050767,1020080041637,A
1020180050767,1020100033633,A
1020180050767,1020150095527,A
1020180050767,2020160004430,U
1020160056932,1020040031753,A
1020160056932,2004136200000,Y1
1020150094590,1020070098266,A
1020150094590,2020090004261,U
1020150094590,1011207420000,B1
1020160098172,2002244560000,Y1
1020160098172,2019870000107,Y1
1020160098172,1009619370000,B1
1020160098172,1016153470000,B1
1020160098172,2004140610000,Y1
1020130167760,1008614260000,B1
1020130167760,1011048520000,B1
1020090051984,2019920012808,U
1020090051984,1019990069256,A
1020147015455,1020100056556,A
1020130035969,1011476090000,B1
1020130035969,1020000030638,A
1020150189211,2001907310000,Y1
1020150189211,2003671530000,Y1
1020150189211,1012038760000,B1
1020150189211,2020130004139,U
1020150189211,2002814300000,Y1
1020150189211,1020120133937,A
1020150133573,1012880830000,B1
1020150133573,2004210790000,Y1
1020150133573,1019970009811,B1
1020057020277,1020010016050,A
1020057020277,2003079550000,Y1
1020057020277,2002800950000,Y1
1020210142636,1020170108603,A
1020210142636,1020190102544,A
1020210142636,2020110010376,U
1020170088426,1020120033509,A
1020170088426,2020140000779,U
1020170088426,1020110034516,A
1020170088426,2020090010207,U
1020170088426,1011294030000,B1
1020170088426,1020110045245,A
1020170088426,2004490800000,Y1
1020200164004,1019970002079,A
1020200164004,1020952030000,B1
1020140036215,2019980010261,U
1020140036215,1006370410000,B1
1020140036215,1020050004498,A
1020140036215,2000545720000,Y1
1020190106392,1003672230000,B1
1020190106392,1020110083195,A
1020190106392,1020150084194,A
1020140047842,1020130085090,A
1020140047842,2002063380000,Y1
1020200045131,1017730150000,B1
1020200045131,1019320150000,B1
1020200045131,1020100111337,A
1020200045131,1020170121620,A
1020190142758,1005721960000,B1
1020190142758,1020060071447,A
1020190142758,1020130135006,A
1020190142758,2002435840000,Y1
1020190142758,2003187700000,Y1
1020130056023,1020090077730,A
1020130124006,1013079370000,B1
1020130124006,1020010010764,A
1020130124006,1020120136710,A
1020130124006,2020130004255,U
1020090087111,2004468200000,Y1
1020080088106,1020070003197,A
1020090095408,1006248260000,B1
1020050115527,1020010011021,A
1020050115527,1020030018101,A
1020050115527,2002543260000,Y1
1020050115527,2003039070000,Y1
1020110080088,1003646160000,B1
1020110080088,1020060092455,A
1020110097547,1020090102587,A
1020110097547,2019840004378,U
1020130056981,1011341550000,B1
1020130056981,1020080102105,A
1020130056981,1020130041670,A
1020130056981,1012039910000,B1
1020050066918,1020060009966,A
1020120081656,1008650810000,B1
1020120081656,2019950006910,U
1020130103842,2019980012319,U
1020130103842,1020120136019,A
1020130103842,2001581430000,Y1
1020140118629,1013918490000,B1
1020140118629,1020100038804,A
1020140118629,2004226460000,Y1
1020140118629,1020140072402,A
1020170013592,1009119180000,B1
1020170013592,1015683720000,B1
1020170013592,1014810630000,B1
1020170013592,1016350690000,B1
1020170013592,1020050005789,A
1020130074343,1020120124872,A
1020130074343,1020100072434,A
1020060135237,1020020096648,A
1020060135237,1020050033992,A
1020060135237,1020060017624,A
1020150142361,1020110116358,A
1020150142361,1020130090032,A
1020150142361,2004141280000,Y1
1020150142361,2004307010000,Y1
1020190167419,1020040102930,A
1020190167419,1020110116737,A
1020190167419,1020140147176,A
1020190167419,1020160091565,A
1020190167419,1020180032268,A
1020190167419,2001980930000,Y1
1020190167419,2002583850000,Y1
1020190167419,2003647440000,Y1
1020190167419,2020100011500,U
1020180142325,1014086940000,B1
1020180142325,1019990009258,A
1020180142325,1020180108944,A
1020180142325,2002244150000,Y1
1020180082365,1006272070000,B1
1020180082365,1020050027398,A
1020180082365,1004330650000,B1
1020180082365,1015362800000,B1
1020200029373,1005961610000,B1
1020170015005,1020160091853,A
1020170015005,2004006250000,Y1
1020140047884,1020100046391,A
1020120054436,1005301860000,B1
1020120054436,1020110128475,A
1020120054436,1009072690000,B1
1020070024668,,20-0424415 Y1
1020070024668,,10-2005-0015780 A
1020070024668,,10-2000-0052016 A
1020070024668,,10-0686594 B1
1020070024668,,10-2000-0002416 A
1020130076344,1008681070000,B1
1020130076344,1008035300000,B1
1020210133752,1019950005497,B1
1020210133752,1019950031177,A
1020200101488,1020110011032,A
1020200101488,1020170006213,A
1020200101488,1020200003438,A
1020140039786,1007229830000,B1
1020140039786,1020130142626,A
1020140039786,1020010075795,A
1020140039786,1020100062318,A
1020170133715,1010994690000,B1
1020170133715,1016091700000,B1
1020170133715,1019920021352,A
1020170133715,1020160015952,A
1020170133715,1008817800000,B1
1020170133715,1002172650000,B1
1020170133715,1020070036104,A
1020170133715,1019920036104,A
1020200059680,1007787160000,B1
1020200059680,1020150100312,A
1020200086034,2004392360000,Y1
1020200086034,1020040097975,A
1020200086034,1020160069889,A
1020200086034,1020170014829,A
1020200086034,2020010002328,U
1020200086034,2003307050000,Y1
1020200086034,1021655170000,B1
1020160040257,1011971420000,B1
1020160040257,1020080098751,A
1020070020396,,20-0427498 Y1
1020070020396,,20-0413909 Y1
1020070020396,,10-0651257 B1
1020070020396,,20-0389895 Y1
1020070020396,,10-2005-0045310 A
1020070020396,,20-0388961 Y1
1020070020396,,10-2006-0058213 A
1020070020396,,20-0434072 Y1
1020070020396,,20-0179639 Y1
1020070020396,,10-0660132 B1
1020200055014,1020180028709,A
1020200055014,1020200026029,A
1020200055014,2020100005325,U
1020090053365,1020080055518,A
1020090053365,1020050081182,A
1020090053365,2019970001733,Y1
1020090053365,2002797800000,Y1
1020050086949,1020030073442,A
1020050086949,2002397580000,Y1
1020050086949,2019900003769,Y1
1020050086949,2019920001635,Y1
1020190177735,1020040062469,A
1020190177735,1020080067481,A
1020190177735,1020160005442,A
1020190090053,1002674870000,B1
1020190090053,2002849290000,Y1
1020190090053,2003164690000,Y1
1020080059336,1006940160000,B1
1020080059336,1020070119277,A
1020090080061,2019860010964,U
1020090080061,1020040082262,A
1020120112056,1011774330000,B1
1020120112056,2020120004331,U
1020120112056,1011522470000,B1
1020160002631,1010366620000,B1
1020160002631,1020130026865,A
1020160002631,1020100130500,A
1020160002631,1015355090000,B1
1020110062929,1005301860000,B1
1020110014876,1007791420000,B1
1020130049114,1020120114115,A
1020060005241,1019820000106,B1
