출원번호,일련번호,특허유형
1020070069293,,20-2000-0008517 U
1020190076518,1020170066906,A
1020190076518,1020180072943,A
1020190076518,1021648170000,B1
1020150172091,1006937360000,B1
1020150172091,2002029090000,Y1
1020150172091,2019940000416,Y1
1020150172091,1020120002150,A
1020150172091,2019980062050,U
1020200030322,1020492020000,B1
1020200030322,1020150063712,A
1020130024741,2019830002092,Y1
1020130024741,2019890006774,Y1
1020130024741,2003898780000,Y1
1020130024741,2019820001711,Y1
1020100057158,1005904820000,B1
1020100057158,2002697460000,Y1
1020100057158,1009757550000,B1
1020100057158,2003006210000,Y1
1020070100056,1020020092006,A
1020070100056,1020020089964,A
1020070100056,1020030029213,A
1020070055668,1005691550000,B1
1020070055668,2002389550000,Y1
1020070055668,2003050120000,Y1
1020070055668,2019990008232,U
1020070055668,1020000050726,A
1020070055668,2003513710000,Y1
1020070055668,2002671670000,Y1
1020070055668,,1999-007892 U
1020150064931,1020060028262,A
1020150064931,2002105210000,Y1
1020150064931,2002653560000,Y1
1020150064931,1020100067528,A
1020090006981,2002178880000,Y1
1020140159894,1020060088096,A
1020140159894,1020110072195,A
1020140159894,1020140115543,A
1020140159894,2002736360000,Y1
1020140061686,1020090082991,A
1020140061686,2019900006506,Y1
1020140061686,1020100101211,A
1020140061686,2000521700000,Y1
1020140086328,1020080105199,A
1020140086328,1020080111913,A
1020120046546,1020060097094,A
1020120046546,1007490440000,B1
1020120046546,1020100009236,A
1020120046546,1020100088318,A
1020090034754,1020030078269,A
1020060052162,,1020050004948 A
1020060052162,,1020050062510 A
1020060052162,,1019990024159 A
1020050109882,1020030072715,A
1020050109882,1020060075990,A
1020050109882,1005122970000,B1
1020050109882,2002753700000,Y1
1020090003030,2019980032328,U
1020090003030,1020080094644,A
1020090088492,1008981750000,B1
1020090088492,2004000290000,Y1
1020110050629,1020060110726,A
1020110050629,1020090094563,A
1020110050629,1020110016089,A
1020130075491,1010643220000,B1
1020130075491,1020030013513,A
1020130075491,1020100041014,A
1020130075491,1020100126088,A
1020090091636,1007292770000,B1
1020090091636,1020060017069,A
1020090091636,2001938390000,Y1
1020090091636,2019940008227,Y1
1020100057159,2019910020640,U
1020100057159,1020070071476,A
1020100057159,1020070071477,A
1020100057159,2019900008920,U
1020140050949,1009052450000,B1
1020140050949,1020120105107,A
1020140050949,1020100024003,A
1020140050949,2019880004015,Y1
1020200038076,1020120015898,A
1020200038076,2002028930000,Y1
1020200038076,2019890003222,U
1020060131101,1005533910000,B1
1020060131101,1020010112577,A
1020080113330,2004210580000,Y1
1020120109565,2020000003451,U
1020120109565,2001907530000,Y1
1020080112781,1020040069022,A
1020080112781,2003624480000,Y1
1020160120077,1020090025738,A
1020110075756,2019980016205,U
1020110075756,2020110001190,U
1020110075756,1020050056043,A
1020110075756,1008757170000,B1
1020080068213,1006457340000,B1
1020080068213,2004205680000,Y1
1020050095593,1020020027488,A
1020050095593,2003468130000,Y1
1020180091418,1006891450000,B1
1020180091418,1011562490000,B1
1020180091418,2002774730000,Y1
1020180091418,1013213440000,B1
1020180091418,1016147960000,B1
1020100135023,1004184590000,B1
1020100135023,1020100128210,A
1020100135023,1020050064018,A
1020100135023,2020100011901,U
1020190107833,1019517620000,B1
1020190107833,1020180131259,A
1020120091841,1020100068624,A
1020120091841,1020090083312,A
1020130054546,1020060014748,A
1020060025859,1020010112184,A
1020060025859,2000088690000,Y1
1020210006113,1013831880000,B1
1020210006113,1020200059728,A
1020120022357,1007514850000,B1
1020130161264,1019990054964,A
1020190107830,1020180131259,A
1020190107830,1019517620000,B1
1020150123471,1020130126782,A
1020150123471,2003352110000,Y1
1020090002992,1020050021546,A
1020090002992,1020030038599,A
1020150125315,1020100088598,A
1020110080476,1003616450000,B1
1020140130397,1014321960000,B1
1020140130397,1012618760000,B1
1020140130397,1007635850000,B1
1020090066733,2000656690000,Y1
1020060133526,,10-294370 B1
1020060133526,,10-2006-107961 A
1020160036878,1014008330000,B1
1020160036878,1020090063438,A
1020160036878,1020140054726,A
1020160036878,1020110075143,A
1020160036878,1014360790000,B1
1020160036878,1020150144935,A
1020160036878,1014360780000,B1
1020180056423,2019930003120,U
1020170004308,1013099170000,B1
1020170004308,1020160051045,A
1020170004308,1020110050127,A
1020170004308,1020010016853,A
1020170154896,1016236560000,B1
1020170154896,1020100050077,A
1020170154896,2002540860000,Y1
1020170154896,1020100050299,A
1020170154896,1020070107234,A
1020170059547,2003009140000,Y1
1020170059547,2004000670000,Y1
1020170059547,1010216420000,B1
1020190013078,1020180079205,A
1020190013078,1020130005930,A
1020130055490,1020120054311,A
1020060065838,1006575480000,B1
1020060065838,1020050004733,A
1020060065838,1020060013592,A
1020190056350,1014545580000,B1
1020190056350,1020130011726,A
1020190056350,1020130020088,A
1020190056350,2002644540000,Y1
1020130035275,1012504350000,B1
1020130035275,1020100107980,A
1020210044462,1020180008225,A
1020210044462,1020020012431,A
1020210044462,2019840001696,U
1020210044462,1021410890000,B1
1020210044462,1020140144825,A
1020210044462,1020110093426,A
1020210044462,1020030029072,A
1020140151361,2020100006637,U
1020160013846,1010366620000,B1
1020160013846,1020150129346,A
1020160013846,1020160009461,A
1020160130048,1020160033475,A
1020160130048,1006186260000,B1
1020160130048,1020160036377,A
1020160130048,1014919300000,B1
1020140161464,1003011050000,B1
1020140161464,1006457340000,B1
1020140161464,1020140023573,A
1020100077878,1020030026594,A
1020100077878,1003912590000,B1
1020100077878,1004730830000,B1
1020200184868,1010776000000,B1
1020200184868,1020100019045,A
1020200184868,1020120085443,A
1020200184868,2004094830000,Y1
1020190179434,1020140119509,A
1020120090252,1020110100109,A
1020120090252,2020120000805,U
1020170184108,1020110043564,A
1020170184108,1013914000000,B1
1020170184108,1015884430000,B1
1020170184108,1020140073035,A
1020150144558,1014253950000,B1
1020150144558,2019980067697,U
1020150144558,2019950012198,U
1020150144558,1020090007010,A
1020150144558,2019920005342,Y1
1020140161462,1003011050000,B1
1020140161462,1006457340000,B1
1020140161462,1020130142517,A
1020140101658,1020120111102,A
1020080081734,1003611490000,B1
1020080081734,1003611510000,B1
1020080081734,1020020007721,A
1020150058884,1007570180000,B1
1020150058884,1010841620000,B1
1020150058884,1014189240000,B1
1020150058884,1014699280000,B1
1020150058884,2004637990000,Y1
1020120089587,1020120076092,A
1020120089587,1020110064718,A
1020120089587,1020020067301,A
1020050102771,200207399Y,1
1020050102771,2019910015691,U
1020050102771,1020000027316,A
1020050102771,1020040043786,A
1020050102771,1020050083342,A
1020050102771,2001870050000,Y1
1020120113101,2020100000619,U
1020070055666,,20-0351371 Y1
1020070055666,,1999-007892 U
1020070055666,,1998-0008866 U
1020070055666,2002389550000,Y1
1020070055666,1005691550000,B1
1020070055666,2003050120000,Y1
1020070055666,1020000050726,A
1020070055666,2003513710000,Y1
1020070055666,2002671670000,Y1
1020110147779,1002046780000,B1
1020110147779,1020050066375,A
1020160104833,2003858610000,Y1
1020160104833,2019850008979,U
1020160104833,,10-1117665 B1
1020160104833,,10-1314922 B1
1020160096356,1020010002686,A
1020160096356,1020100011523,A
1020160096356,2019870000107,Y1
1020160096356,2000337990000,Y1
1020130046625,1008182270000,B1
1020130046625,1020090121162,A
1020130046625,2019990036782,U
1020120128852,1019980019447,A
1020120128852,2004631980000,Y1
1020120053398,1019980073673,A
1020120053398,1020080090105,A
1020080120887,1006630690000,B1
1020080120887,2001678100000,Y1
1020080120887,2002548680000,Y1
1020040081449,1020040047393,A
1020040081449,2019920012788,U
1020040081449,2019990036113,U
1020040081449,2020000015947,U
1020150172089,2019960035183,U
1020150172089,1019980045598,A
1020150172089,1008393400000,B1
1020200001246,1011843870000,B1
1020200001246,1020140071599,A
1020190072893,1004720650000,B1
1020190072893,2019960009828,Y1
1020100055156,1001438740000,B1
1020100055156,2003358050000,Y1
1020190145053,1020150101306,A
1020190145053,1020170084505,A
1020200016523,1012915100000,B1
1020200016523,1020150021428,A
1020200016523,2020170002105,U
1020080131536,1020040042276,A
1020080131536,2002207820000,Y1
1020080131536,2004399820000,Y1
1020080113291,1020040069952,A
1020140086946,1020120010866,A
1020140086946,1020120032672,A
1020090046439,2002860050000,Y1
1020090046439,2019980008704,U
1020090046439,2004220100000,Y1
1020140088585,1020090044384,A
1020140088585,1020050111561,A
1020100083098,1020080036514,A
1020100083098,2003785510000,Y1
1020100083098,2003858610000,Y1
1020090005596,1020010037159,A
1020090005596,2019920008043,Y1
1020090005596,1003533340000,B1
1020090049887,1003126430000,B1
1020090049887,1020000046638,A
1020090049887,2019930007292,Y1
1020050133341,1020010107873,A
1020070057685,,10-2003-0082196 A
1020070057685,,10-2006-0121669 A
1020070057685,,10-0164890 B1
1020070057685,,10-1999-0070599 A
1020070057685,,10-1998-069144 A
1020070057685,,10-0664464 B1
1020070057685,,10-1997-0062599 B1
1020080092393,1007807000000,B1
1020080092393,1007126190000,B1
1020080092393,2004025430000,Y1
1020060049964,1020020031825,A
1020060049964,1020060034993,A
1020060049964,2019880016593,U
1020090113073,1006978600000,B1
1020100034662,1008730360000,B1
1020100034662,1019990066143,A
1020100034662,1008131300000,B1
1020190026626,1020100107980,A
1020190026626,1020110098868,A
1020190026626,1020180076519,A
1020150046808,1020040082591,A
1020150046808,1007470000000,B1
1020150046808,2020100006985,U
1020080082390,1006502530000,B1
1020100102026,1020100028612,A
1020170138491,1020030004637,A
1020170138491,1020150109130,A
1020170138491,2019980012321,U
1020190027660,2004637990000,Y1
1020080094874,1020060093805,A
1020080094874,2003923270000,B1
1020050084936,1019990037936,A
1020050084936,1020000050136,A
1020050084936,1020020072172,A
1020050084936,2020000016992,U
1020050084936,2002997500000,Y1
1020050084936,2003629170000,Y1
1020050084936,2003782990000,Y1
1020100116354,2020100002079,U
1020100116354,1020060130284,A
1020100116354,2019850007852,U
1020190112749,1013494680000,B1
1020190112749,1020100031710,A
1020190112749,1019776010000,B1
1020190112749,1020110026549,A
1020190112749,1020180007826,A
1020190112749,1020190081497,A
1020190112749,1020150071045,A
1020190112749,1020180036376,A
1020150043288,1020130020552,A
1020150043288,1020130141195,A
1020150043288,1020150008536,A
1020150043288,1020150008535,A
1020090031953,2019970018968,U
1020110091163,2004415120000,Y1
1020110091163,2020100004571,U
1020120120493,1020090046259,A
1020120120493,1020120012302,A
1020200174604,1020180011533,A
1020200174604,1020170020881,A
1020200174604,1019206960000,B1
1020200174604,1020140122514,A
1020200174604,1020200124383,A
1020200174604,1020140064011,A
1020130139876,1020090073372,A
1020130139876,1020110029651,A
1020130139876,1020120015159,A
1020170141199,1020050036152,A
1020170141199,1020090067760,A
1020170141199,1020160083840,A
1020070011604,1005197860000,B1
1020070011604,1019980021255,A
1020070011604,1020010047243,A
1020070011604,1020040080688,A
1020070011604,1020050038256,A
1020160007686,1010366620000,B1
1020160007686,1015355090000,B1
1020180071566,1020120127159,A
1020180071566,1020150049912,A
1020110029553,10984525,B1
1020110029553,1020110032118,A
1020190107836,1020180131259,A
1020160015064,1020150108959,A
1020160015064,1020130052912,A
1020160015064,1020150108540,A
1020200000115,1015621720000,B1
1020200000115,1020140085042,A
1020200000115,1020190019602,A
1020200000115,1018521340000,B1
1020200000115,1016629620000,B1
1020200000115,1016207980000,B1
1020200000115,1020160146434,A
1020150123419,2019890001793,Y1
1020150123419,2004217930000,Y1
1020150123419,2004217930000,Y1
1020150123419,2019890001793,Y1
1020150123419,1007230620000,B1
1020150123419,1020140057856,A
1020150123419,1020150092821,A
1020150123419,2002928110000,Y1
1020170151564,1007022230000,B1
1020170151564,1016472760000,B1
1020170151564,1020040029699,A
1020170151564,1020090052313,A
1020170151564,1020120003201,A
1020170151564,1020130098549,A
1020170151564,1020110010047,A
1020170151564,1009838870000,B1
1020170151564,1015686060000,B1
1020160089674,1020050036152,A
1020160089674,1020050096663,A
1020170060926,1013672700000,B1
1020170060926,1005316530000,B1
1020170060926,1012629270000,B1
1020170060926,1009565500000,B1
1020170060926,1012720210000,B1
1020170060926,1020140115714,A
1020090019573,1002937460000,B1
1020090019573,2002690210000,Y1
1020200085514,1020120008620,A
1020200085514,2001677820000,Y1
1020150174207,1020030029212,A
1020170152684,1020110077307,A
1020170152684,1020110084725,A
1020170152684,1020130085090,A
1020120117604,1004730830000,B1
1020110001886,1020080088063,A
1020110001886,1008764260000,B1
1020130039114,1003867170000,B1
1020090112513,1008629460000,B1
1020090112513,1008686750000,B1
1020090112513,2002314480000,Y1
1020110044684,1008461420000,B1
1020110044684,2004094830000,Y1
1020110044684,1010944720000,B1
1020070082808,1007514850000,B1
1020070082808,1020030067828,A
1020120139334,1020110094505,A
1020120139334,2002343890000,Y1
1020120139334,2020120004784,U
1020120139334,1012484800000,B1
1020120003472,2004294050000,Y1
1020120003472,1009898350000,B1
1020130122745,1012557600000,B1
1020140085809,1009793330000,B1
1020140085809,1013217080000,B1
1020140085809,1020110019173,A
1020120144304,1005702920000,B1
1020170183571,1005815800000,B1
1020170183571,1014349780000,B1
1020170183571,1020110084725,A
1020170183571,1020130085090,A
1020160057336,1020140114718,A
1020160057336,1020060092320,A
1020160057336,1013242000000,B1
1020160057336,1016052890000,B1
1020130156821,1020130099893,A
1020130156821,1005428060000,B1
1020100079464,1020080063312,A
1020100079464,1020090067760,A
1020110035652,1003925930000,B1
1020120062358,1020100107980,A
1020120062358,1020100035758,A
1020120062358,1020090132687,A
1020120062358,1011511560000,B1
1020160054175,1019930008819,B1
1020160054175,2002620620000,Y1
1020160054175,2019900008308,Y1
1020170183038,1020130123531,A
1020170183038,1020160031689,A
1020170183038,1008146120000,B1
1020150122497,1020100031414,A
1020150122497,1020090076468,A
1020150122497,1012266300000,B1
1020150122497,1020040077647,A
1020150122497,2019920002269,Y1
1020080063484,2019980059069,U
1020080063484,1002974700000,B1
1020080063484,1004435020000,B1
1020210003506,1020080104573,A
1020210003506,1020150145770,A
1020210003506,1020200111080,A
1020130044587,2004210790000,Y1
1020120131072,1020110052985,A
1020120131072,1005961610000,B1
1020120131072,1005793600000,B1
1020120131072,1020120025248,A
1020050111632,1020030097212,A
1020050111632,2019980012320,U
1020140140728,1005264370000,B1
1020140140728,1009329940000,B1
1020140140728,1020110136354,A
1020140140728,2002024520000,Y1
1020200129573,1014631220000,B1
1020200129573,1020020014073,A
1020200129573,1020100037901,A
1020200129573,2001946610000,Y1
1020200129573,2002190500000,Y1
1020120103867,1020110107014,A
1020120103867,1020020054068,A
1020100057160,2020100005324,U
1020100057160,1004563970000,B1
1020100057160,2004535690000,Y1
1020070055671,2019990008232,U
1020070055671,1020000050726,A
1020070055671,2003513710000,Y1
1020070055671,2002671670000,Y1
1020070055671,,1999-007892 U
1020070055671,1005691550000,B1
1020070055671,2002389550000,Y1
1020070055671,2003050120000,Y1
1020200019574,1013117460000,B1
1020200019574,1016215050000,B1
1020060012671,2019920000966,Y1
1020060064436,1020030094942,A
1020060064436,1020040080571,A
1020150048787,1008769390000,B1
1020150048787,1020140108916,A
1020140034010,1020000054281,A
1020140034010,1020130071540,A
1020140034010,2019980024951,U
1020140034010,1020120100117,A
1020130168841,2002947840000,Y1
1020130168841,2004452770000,Y1
1020130168841,1012800570000,B1
1020130168841,1005603780000,B1
1020130039798,1020110019794,A
1020130039798,2019850001529,Y1
1020120118992,1008461420000,B1
1020120118992,2003389250000,Y1
1020130118154,1020090044384,A
1020130118154,1009489080000,B1
1020080060856,1020030017178,A
1020080060856,1002937460000,B1
1020080060856,1002858130000,B1
1020100116233,1020080009037,A
1020100116233,1020090091416,A
1020100116233,2004478200000,Y1
1020080065042,2004272430000,Y1
1020080121578,2002389210000,Y1
1020080121578,2019890007302,U
1020070110467,2001796390000,Y1
1020070005775,1019920021928,A
1020050114382,1019890007029,A
1020050114382,2003909450000,Y1
1020050114382,2019760000672,Y1
1020050114382,2019840005702,U
1020050114382,2019850002775,U
1020050114382,2019850003424,U
1020050114382,2019860003023,U
1020050114382,2019860010919,U
1020080126130,2002214370000,Y1
1020080126130,2003740850000,Y1
1020080126130,2002159930000,Y1
1020120087045,2019900005380,Y1
1020120087045,2019930001092,U
1020090017451,1007656890000,B1
1020100077177,1020060081318,A
1020100077177,1020040083731,A
1020100077177,2002105300000,Y1
1020060003230,1019980003305,A
1020060003230,200351371Y,1
1020070066756,1006793160000,B1
1020070066756,1020070065563,A
1020070066756,2004025430000,Y1
1020130098499,1012485890000,B1
1020130098499,1012637700000,B1
1020130098499,1020130016523,A
1020130098499,2003279510000,Y1
1020100077883,1020030026594,A
1020100077883,2003151970000,Y1
1020100077883,1004667830000,B1
1020100077883,1003912590000,B1
1020100104076,2004242120000,Y1
1020120154238,2020000019135,U
1020120154238,2003638240000,Y1
1020120154238,1002429700000,B1
1020120062359,2019860009900,A
1020120062359,1020100121270,A
1020120062359,1010624710000,B1
1020100034575,1020080037090,A
1020220040620,1020120061524,A
1020220040620,1020110023217,A
1020220040620,2004035610000,Y1
1020220040620,2020120007036,U
1020220040620,2019830002969,Y1
1020220040620,1008730340000,B1
1020220040620,2004763400000,Y1
1020140012490,1012829010000,B1
1020140012490,2003505380000,Y1
1020140012490,1007807000000,B1
1020100018905,2003824090000,Y1
1020200126125,1020200030915,A
1020200126125,1020180133456,A
1020200126125,1020777100000,B1
1020070034742,,10-2003-0088914 A
1020070034742,,20-0219176 Y1
1020070034742,,20-0320209 Y1
1020070034742,,20-1996-0024045 U
1020070125870,2000015090000,Y1
1020070125870,2019990038945,U
1020070125870,1020070081264,A
1020070125870,2003862330000,Y1
1020070125870,1020040042276,A
1020140067858,1013217080000,B1
1020140067858,1020100100561,A
1020120097688,2002811950000,Y1
1020120097688,1009711790000,B1
1020120097688,1020120092259,A
1020120097688,2002812210000,Y1
1020130000955,1010836330000,B1
1020130000955,1020090006918,A
1020150066652,1020140025872,A
1020150066652,1013820930000,B1
1020150066652,1020080100914,A
1020080127038,1019920006816,B1
1020090015494,1020020044801,A
1020090015494,2020000011176,U
1020090015494,2020000010845,U
1020090015494,1020060024506,A
1020070045437,1006601320000,B1
1020070045437,1020070109065,A
1020070045437,2004244150000,Y1
1020070045437,2004340720000,Y1
1020160116359,1020120070688,A
1020160116359,1020140083626,A
1020160116359,1020090067760,A
1020160116359,1020050036152,A
1020160116359,1020110144980,A
1020160116359,1011460200000,B1
1020160116359,1014359010000,B1
1020090119437,1020090034461,A
1020050029756,2003434370000,Y1
1020050029756,2003580380000,Y1
1020130052015,1008708870000,B1
1020130052015,1011622340000,B1
1020130052015,1020090090040,A
1020100133058,2019990022220,U
1020100133058,1019980072928,A
1020100133058,2020000005647,U
1020100133058,1008277970000,B1
1020210166900,1020120110938,A
1020210166900,2002805880000,Y1
1020180122501,1019024550000,B1
1020180122501,1020140116715,A
1020180122501,1020060005197,A
1020200061757,1019762850000,B1
1020200061757,1020170108603,A
1020200061757,2004914460000,Y1
1020150139639,1020140088122,A
1020150139639,1011835460000,B1
1020150139639,1020150108199,A
1020150139639,1009506890000,B1
1020160181055,1019970047082,A
1020160181055,1001369920000,B1
1020100058678,1007296440000,B1
1020100058678,1020100054384,A
1020100058678,1020060013642,A
1020100058678,1020100065527,A
1020190164598,1020180094813,A
1020130079328,1020130051747,A
1020060024226,1019940007476,A
1020060024226,2003479660000,Y1
1020060024226,2003648240000,Y1
1020140047914,1020100050077,A
1020140047914,1020130050329,A
1020140047914,1020090054043,A
1020140013259,1013367250000,B1
1020160015085,1020150108959,A
1020160015085,1020160002438,A
1020140038535,1020110021501,A
1020140038535,1020130120125,A
1020140038535,2003077280000,Y1
1020170085639,1016872330000,B1
1020170085639,1020100067714,A
1020170085639,2020090012453,U
1020170085639,1020100050047,A
1020170085639,1020140052318,A
1020170085639,1006896560000,B1
1020170085639,1020150089245,A
1020170085639,1020140067679,A
1020180087398,1014570180000,B1
1020180087398,1015570750000,B1
1020180087398,1020170000492,A
1020170176166,1020090063438,A
1020170176166,1020150121817,A
1020190113103,1019272640000,B1
1020190113103,1020160133425,A
1020190113103,2020100010984,U
1020170113750,1014008330000,B1
1020170113750,2020090012807,U
1020070107881,1020040056871,A
1020070107881,1020040013927,A
1020070107881,1020040088962,A
1020200006203,1020140093800,A
1020200006203,1020190059289,A
1020190021513,1015565500000,B1
1020190021513,1020100112360,A
1020190021513,1020170035439,A
1020190021513,2003643810000,Y1
1020190021513,1020170035438,A
1020190033035,1020000021415,A
1020190033035,1020150075122,A
1020190033035,2003023410000,Y1
1020130024336,2004635420000,Y1
1020130024336,1007618650000,B1
1020140174784,1009632240000,B1
1020140174784,1014503340000,B1
1020140174784,1020140104527,A
1020110118250,1020050043440,A
1020110118250,1008138070000,B1
1020110118250,1020100087620,A
1020180055763,1010599840000,B1
1020180055763,1014442880000,B1
1020180055763,1020150142567,A
1020140105957,2019860003013,U
1020140105957,2019980055878,U
1020140105957,1014004900000,B1
1020140105957,1020100134978,A
1020160024252,1011343880000,B1
1020160024252,1012893870000,B1
1020160024252,1020160009461,A
1020160024252,1015355090000,B1
1020160024252,1011788460000,A
1020160024252,1013378370000,B1
1020160024211,1015355090000,B1
1020160024211,1020160009461,A
1020160024211,1010366620000,B1
1020090089450,1009142610000,B1
1020090089450,1020040000192,A
1020090089450,2004057310000,Y1
1020100096041,1020090078951,A
1020100096041,2019990009547,U
1020100096041,1020090093341,A
1020090123974,1007605200000,B1
1020200184866,1015244360000,B1
1020200184866,1015355230000,B1
1020200184866,1017340250000,B1
1020090064103,1020010092230,A
1020150051504,1007283370000,B1
1020150051504,1004022960000,B1
1020150055527,1020100015219,A
1020140160616,1013379300000,B1
1020140160616,1020090105513,A
1020150037963,1010551560000,B1
1020150037963,1020130037696,A
1020140073984,1020050081635,A
1020140073984,1020090063438,A
1020140073984,1020100023127,A
1020140073984,1020130085090,A
1020220098204,1007422750000,B1
1020220098204,1018930370000,B1
1020220098204,1020150000221,A
1020220098204,1021289250000,B1
1020220098204,2004392360000,Y1
1020220098204,2019980014315,U
1020070015861,,10-2001-0056546 A
1020070015861,,10-2004-0021210 A
1020070015861,,10-2006-0116631 A
1020070015861,,20-0280238 Y1
1020070015861,,10-2007-0008131 A
1020070015861,,10-2003-0082196 A
1020080068046,1004841230000,B1
1020080068046,2019950015086,U
1020080068046,2019960024052,U
1020080068046,1008221730000,B1
1020150073900,1020130081026,A
1020130063011,1020100094014,A
1020060010392,1019920012848A,
1020060010392,1020050081182A,
1020130045977,1020100060864,A
1020160044934,1011097050000,B1
1020160044934,1020090036209,A
1020160044934,1014321960000,B1
1020160044934,2020130003599,U
1020070113988,1020060000590,A
1020060070810,2003980590000,Y1
1020060070810,2004140880000,Y1
1020090053352,1020010092626,A
1020160054172,2002255350000,Y1
1020160054172,1020110105186,A
1020160054172,2019990036112,U
1020160054172,2004294050000,Y1
1020210037562,1012385440000,B1
1020210037562,1016234000000,B1
1020210037562,1017647370000,B1
1020200182171,1020070052162,A
1020200182171,1020190081207,A
1020200182171,2001842610000,Y1
1020140139354,1010061460000,B1
1020140139354,1020120126386,A
1020050111017,1001698840000,B1
1020050111017,1019950011995,A
1020050111017,1020030097212,A
1020050111017,1020050043439,A
1020090026391,1007836230000,B1
1020090026391,1020000055867,A
1020160033132,1020060061212,A
1020160033132,2019850008979,U
1020160033132,1005321250000,B1
1020070055673,1020000050726,A
1020070055673,2003513710000,Y1
1020070055673,2002671670000,Y1
1020070055673,,1999-007892 U
1020070055673,2002389550000,Y1
1020070055673,2003050120000,Y1
1020070055673,2019990008232,U
1020090046442,201990013561,U
1020090046442,2019980067399,U
1020090094818,1020080109625,A
1020090094818,2002073980000,Y1
1020120140687,1010796940000,B1
1020120140687,2001475430000,Y1
1020120140687,1010061460000,B1
1020120140687,1020110043564,A
1020060040570,1003451560000,B1
1020060040570,1020050116051,A
1020060040570,1020060006159,A
1020110021742,2019990022666,U
1020110021742,2020000007017,U
1020110021742,1005788200000,B1
1020090057227,2019980014646,U
1020090057227,1019850005597,A
1020090040708,1020040016248,A
1020080081142,1006639670000,B1
1020080060857,1020040047738,A
1020080060857,2019960011908,U
1020080060857,1020070008162,A
1020080060857,1007413160000,B1
1020070025386,1020060015344,A
1020070025386,2004000230000,Y1
1020060095053,1020010111972,A
1020080075469,1020000054178,A
1020080075469,1020080041344,A
1020080075469,2003818900000,Y1
1020080075469,2004236000000,Y1
1020110004151,2019960000449,Y1
1020110004151,1020100072434,A
1020110024776,1009874960000,B1
1020110024776,2019990036815,U
1020110097312,1020110066258,A
1020070135375,,20-0199659 Y1
1020080048455,1005069770000,B1
1020140049719,2004425000000,Y1
1020140049719,2002116740000,Y1
1020140049719,2004246710000,Y1
1020130039973,1020090112690,A
1020130039973,2019930007674,Y1
1020050088105,1004064720000,B1
1020050088105,1019880000835,B1
1020050088105,1020040080473,A
1020050088105,2003791080000,Y1
1020130027610,1005116580000,B1
1020130027610,1012282410000,B1
1020090110135,2002750820000,Y1
1020090110135,2002957330000,Y1
1020140081269,1009947980000,B1
1020200027548,2002183220000,Y1
1020200027548,1020070003198,A
1020200027548,1020120108679,A
1020200027548,1020110050317,A
1020210060006,1020130051385,A
1020210060006,1020100009958,A
1020210060006,1013489520000,B1
1020210060006,1020170052731,A
1020100102835,1001731870000,B1
1020100102835,1005236900000,B1
1020100102835,1020060054249,A
1020080116591,1005914170000,B1
1020090024518,1006286820000,B1
1020090024518,1020060018123,A
1020150121958,1020100054383,A
1020150121958,1020130052912,A
1020150121958,1020030071249,A
1020150121958,1020120045249,A
1020150104093,1020100054383,A
1020150104093,1020130052912,A
1020140031440,1020120045249,A
1020140031440,1020130052912,A
1020140031440,1020100087620,A
1020150074627,2020130005878,U
1020150074627,2020080000877,U
1020150074627,2004383260000,Y1
1020150074627,1014383630000,B1
1020150136673,1020100056644,A
1020150136673,1020100088598,A
1020190107838,1020180131259,A
1020190107838,1020180111347,A
1020130161100,2019900011278,Y1
1020130161100,1020110049367,A
1020060020188,1001742260000,B1
1020060020188,1019830003241,U
1020060020188,1020060024828,A
1020060020188,2019920018448,U
1020150134294,1011245820000,B1
1020150134294,2004377680000,Y1
1020150134294,1014454740000,B1
1020210044538,1014868630000,B1
1020210044538,1020200111080,A
1020120062821,1009334190000,B1
1020120062821,1020110010208,A
1020180034667,1020140119224,A
1020130016830,1020130015778,A
1020130016830,1011607960000,B1
1020130016830,1009698150000,B1
1020220044090,1003062890000,B1
1020220044090,1020120033816,A
1020220044090,1006777200000,B1
1020220044090,1011912760000,B1
1020220044090,2004230800000,Y1
1020220044090,1021862910000,B1
1020120096359,1010453020000,B1
1020120096359,1011534570000,B1
1020190104897,1020110120579,A
1020190104897,1020170030948,A
1020140074859,1003468240000,B1
1020140074859,1019910016623,A
1020140074859,1013299450000,B1
1020190104463,1020090099040,A
1020190104463,2019890007391,Y1
1020110137853,1009914570000,B1
1020110137853,1020110107932,A
1020160061840,1015526430000,B1
1020160061840,1020110101389,A
1020160061840,1006245680000,B1
1020150165782,1014080520000,B1
1020150165782,1020020023110,A
1020150165782,1020120111102,A
1020160112496,1020130017815,A
1020160112496,1020140127535,A
1020160112496,1020060001282,A
1020160112496,1008149380000,B1
1020190007406,1020100096632,A
1020190007406,1020100131048,A
1020190007406,2004754060000,Y1
1020190007406,2020150003546,U
1020160092488,1020120135574,A
1020160092488,2002357390000,Y1
1020160092488,2002847180000,Y1
1020160092488,1011121220000,B1
1020160092488,2004144860000,Y1
1020050112490,,1020040069022 A
1020050112490,1020020026292,A
1020050112490,2019990036782,U
1020050112490,2020000010878,U
1020150044719,1020130036338,A
1020150044719,1020110083458,A
1020150044719,1020100097847,A
1020150044719,1020140119618,A
1020090045140,1009613950000,B1
1020090045140,2004415840000,Y1
1020090045140,1004606390000,B1
1020090045140,2002760330000,Y1
1020150142973,1010075860000,B1
1020150142973,1020010019399,A
1020150142973,1005465360000,B1
1020150142973,1020110127933,A
1020180147336,1020000032699,A
